20,43
40,83
60,123
80,163
100,203
120,243
140,283
160,323
180,363
200,403
220,443
240,483
260,523
280,563
300,603
320,643
340,683
360,723
380,763
400,803
420,843
440,883
460,923
480,963
500,1003
520,1043
540,1083
560,1123
580,1163
600,1203
620,1243
640,1283
660,1323
680,1363
700,1403
720,1443
740,1483
760,1523
780,1563
800,1603
820,1643
840,1683
860,1723
880,1763
900,1803
920,1843
940,1883
960,1923
980,1963
1000,2003
1020,2043
1040,2083
1060,2123
1080,2163
1100,2203
1120,2243
1140,2283
1160,2323
1180,2363
1200,2403
1220,2443
1240,2483
1260,2523
1280,2563
1300,2603
1320,2643
1340,2683
1360,2723
1380,2763
1400,2803
1420,2843
1440,2883
1460,2923
1480,2963
1500,3003
1520,3043
1540,3083
1560,3123
1580,3163
1600,3203
1620,3243
1640,3283
1660,3323
1680,3363
1700,3403
1720,3443
1740,3483
1760,3523
1780,3563
1800,3603
1820,3643
1840,3683
1860,3723
1880,3763
1900,3803
1920,3843
1940,3883
1960,3923
1980,3963
2000,4003
