1000	2413
2000	5314
3000	8365
4000	11425
5000	14840
6000	17955
7000	21070
8000	25002
9000	28417
10000	32048
11000	35486
12000	39161
13000	42788
14000	46581
15000	49917
16000	54041
17000	57582
18000	61163
19000	65226
20000	68502
21000	72641
22000	76684
23000	80105
24000	84600
25000	88466
26000	92138
27000	96431
28000	100054
29000	103334
30000	108425
31000	110938
32000	114686
33000	119560
34000	123977
35000	128357
36000	131632
37000	135564
38000	139823
39000	144638
40000	148202
41000	151696
42000	156608
43000	161179
44000	164839
45000	169465
46000	173957
47000	177375
48000	180004
49000	185629
50000	189296
51000	194555
52000	198340
53000	203482
54000	207260
55000	211273
56000	214112
57000	219443
58000	224039
59000	226808
60000	233453
61000	233727
62000	239654
63000	246378
64000	248635
65000	254407
66000	255430
67000	261508
68000	267233
69000	272379
70000	274697
71000	278987
72000	284036
73000	288229
74000	293003
75000	294382
76000	301956
77000	306462
78000	311296
79000	313371
80000	318534
81000	323781
82000	329804
83000	328887
84000	338944
85000	339885
86000	345990
87000	351158
88000	353098
89000	360267
90000	363711
91000	366565
92000	376220
93000	379632
94000	383287
95000	387209
96000	394679
97000	398112
98000	398897
99000	404255
100000	409181
