10	17
20	21
30	21
40	25
50	25
60	25
70	29
80	29
90	29
100	29
110	29
120	29
130	33
140	33
150	33
160	33
170	33
180	33
190	33
200	33
210	33
220	33
230	33
240	33
250	33
260	37
270	37
280	37
290	37
300	37
310	37
320	37
330	37
340	37
350	37
360	37
370	37
380	37
390	37
400	37
410	37
420	37
430	37
440	37
450	37
460	37
470	37
480	37
490	37
500	37
510	37
520	41
530	41
540	41
550	41
560	41
570	41
580	41
590	41
600	41
610	41
620	41
630	41
640	41
650	41
660	41
670	41
680	41
690	41
700	41
710	41
720	41
730	41
740	41
750	41
760	41
770	41
780	41
790	41
800	41
810	41
820	41
830	41
840	41
850	41
860	41
870	41
880	41
890	41
900	41
910	41
920	41
930	41
940	41
950	41
960	41
970	41
980	41
990	41
1000	41
1010	41
1020	41
1030	45
1040	45
1050	45
1060	45
1070	45
1080	45
1090	45
1100	45
1110	45
1120	45
1130	45
1140	45
1150	45
1160	45
1170	45
1180	45
1190	45
1200	45
1210	45
1220	45
1230	45
1240	45
1250	45
1260	45
1270	45
1280	45
1290	45
1300	45
1310	45
1320	45
1330	45
1340	45
1350	45
1360	45
1370	45
1380	45
1390	45
1400	45
1410	45
1420	45
1430	45
1440	45
1450	45
1460	45
1470	45
1480	45
1490	45
1500	45
1510	45
1520	45
1530	45
1540	45
1550	45
1560	45
1570	45
1580	45
1590	45
1600	45
1610	45
1620	45
1630	45
1640	45
1650	45
1660	45
1670	45
1680	45
1690	45
1700	45
1710	45
1720	45
1730	45
1740	45
1750	45
1760	45
1770	45
1780	45
1790	45
1800	45
1810	45
1820	45
1830	45
1840	45
1850	45
1860	45
1870	45
1880	45
1890	45
1900	45
1910	45
1920	45
1930	45
1940	45
1950	45
1960	45
1970	45
1980	45
1990	45
2000	45
2010	40
2020	36
2030	40
2040	32
2050	44
2060	44
2070	36
2080	44
2090	44
2100	48
2110	40
2120	44
2130	36
2140	44
2150	40
2160	40
2170	24
2180	32
2190	48
2200	44
2210	44
2220	44
2230	44
2240	40
2250	40
2260	40
2270	40
2280	40
2290	40
2300	40
2310	44
2320	48
2330	48
2340	32
2350	28
2360	44
2370	44
2380	44
2390	44
2400	36
2410	40
2420	40
2430	44
2440	28
2450	44
2460	40
2470	48
2480	44
2490	44
2500	32
2510	44
2520	48
2530	36
2540	40
2550	48
2560	44
2570	44
2580	44
2590	44
2600	44
2610	44
2620	44
2630	44
2640	44
2650	44
2660	44
2670	44
2680	40
2690	36
2700	44
2710	44
2720	48
2730	48
2740	32
2750	44
2760	40
2770	32
2780	44
2790	48
2800	32
2810	44
2820	40
2830	32
2840	36
2850	44
2860	40
2870	44
2880	48
2890	44
2900	40
2910	16
2920	36
2930	48
2940	44
2950	48
2960	48
2970	44
2980	24
2990	44
3000	44
3010	40
3020	40
3030	48
3040	44
3050	20
3060	36
3070	44
3080	44
3090	44
3100	44
3110	40
3120	40
3130	40
3140	40
3150	48
3160	48
3170	48
3180	48
3190	44
3200	44
3210	48
3220	48
3230	48
3240	48
3250	40
3260	40
3270	40
3280	40
3290	48
3300	44
3310	48
3320	44
3330	44
3340	36
3350	48
3360	36
3370	44
3380	48
3390	48
3400	48
3410	44
3420	44
3430	48
3440	32
3450	44
3460	44
3470	48
3480	48
3490	44
3500	36
3510	28
3520	44
3530	40
3540	48
3550	44
3560	48
3570	36
3580	48
3590	40
3600	44
3610	28
3620	44
3630	48
3640	48
3650	44
3660	24
3670	48
3680	48
3690	48
3700	36
3710	44
3720	40
3730	48
3740	44
3750	48
3760	48
3770	48
3780	48
3790	40
3800	44
3810	36
3820	48
3830	48
3840	48
3850	44
3860	40
3870	48
3880	44
3890	40
3900	48
3910	48
3920	40
3930	48
3940	44
3950	40
3960	48
3970	48
3980	40
3990	48
4000	44
4010	40
4020	48
4030	44
4040	48
4050	36
4060	48
4070	44
4080	48
4090	40
4100	32
4110	48
4120	44
4130	48
4140	48
4150	36
4160	48
4170	48
4180	44
4190	48
4200	28
4210	40
4220	48
4230	48
4240	44
4250	48
4260	48
4270	20
4280	40
4290	36
4300	48
4310	48
4320	44
4330	44
4340	48
4350	48
4360	48
4370	48
4380	32
4390	48
4400	36
4410	48
4420	52
4430	48
4440	52
4450	40
4460	52
4470	48
4480	44
4490	44
4500	48
4510	44
4520	48
4530	48
4540	48
4550	48
4560	44
4570	44
4580	48
4590	44
4600	48
4610	48
4620	52
4630	40
4640	52
4650	40
4660	28
4670	40
4680	36
4690	44
4700	48
4710	44
4720	48
4730	44
4740	44
4750	48
4760	52
4770	36
4780	40
4790	32
4800	40
4810	44
4820	48
4830	44
4840	48
4850	52
4860	52
4870	40
4880	32
4890	48
4900	44
4910	48
4920	48
4930	52
4940	40
4950	48
4960	48
4970	48
4980	52
4990	52
5000	36
5010	44
5020	44
5030	48
5040	52
5050	36
5060	48
5070	44
5080	48
5090	52
5100	36
5110	48
5120	48
5130	48
5140	52
5150	36
5160	48
5170	48
5180	52
5190	40
5200	48
5210	48
5220	52
5230	28
5240	48
5250	48
5260	52
5270	40
5280	48
5290	48
5300	52
5310	36
5320	48
5330	48
5340	52
5350	48
5360	44
5370	52
5380	40
5390	44
5400	48
5410	48
5420	44
5430	48
5440	52
5450	48
5460	44
5470	52
5480	36
5490	44
5500	52
5510	48
5520	44
5530	40
5540	48
5550	44
5560	48
5570	24
5580	44
5590	52
5600	36
5610	44
5620	52
5630	32
5640	44
5650	40
5660	48
5670	48
5680	40
5690	44
5700	48
5710	48
5720	44
5730	52
5740	52
5750	48
5760	52
5770	44
5780	52
5790	36
5800	44
5810	40
5820	48
5830	48
5840	40
5850	44
5860	52
5870	52
5880	48
5890	32
5900	44
5910	40
5920	52
5930	36
5940	52
5950	48
5960	28
5970	44
5980	52
5990	52
6000	48
6010	48
6020	44
6030	32
6040	44
6050	40
6060	44
6070	52
6080	48
6090	52
6100	24
6110	44
6120	40
6130	44
6140	52
6150	52
6160	48
6170	52
6180	48
6190	48
6200	48
6210	48
6220	48
6230	48
6240	44
6250	48
6260	44
6270	40
6280	44
6290	36
6300	44
6310	40
6320	52
6330	32
6340	52
6350	52
6360	52
6370	52
6380	52
6390	52
6400	48
6410	52
6420	52
6430	52
6440	52
6450	52
6460	44
6470	40
6480	52
6490	32
6500	44
6510	40
6520	44
6530	36
6540	44
6550	48
6560	44
6570	48
6580	52
6590	48
6600	48
6610	48
6620	48
6630	52
6640	48
6650	52
6660	48
6670	44
6680	40
6690	44
6700	36
6710	52
6720	40
6730	48
6740	48
6750	48
6760	52
6770	52
6780	44
6790	36
6800	52
6810	52
6820	48
6830	48
6840	48
6850	52
6860	52
6870	52
6880	36
6890	48
6900	48
6910	48
6920	48
6930	52
6940	44
6950	40
6960	52
6970	52
6980	48
6990	44
7000	40
7010	44
7020	32
7030	48
7040	48
7050	52
7060	44
7070	36
7080	52
7090	52
7100	52
7110	52
7120	52
7130	52
7140	40
7150	48
7160	52
7170	52
7180	44
7190	48
7200	48
7210	44
7220	32
7230	52
7240	48
7250	52
7260	44
7270	36
7280	52
7290	52
7300	48
7310	44
7320	28
7330	48
7340	52
7350	52
7360	52
7370	52
7380	52
7390	44
7400	40
7410	48
7420	52
7430	52
7440	44
7450	48
7460	52
7470	52
7480	48
7490	48
7500	52
7510	40
7520	52
7530	52
7540	52
7550	44
7560	52
7570	52
7580	44
7590	48
7600	48
7610	44
7620	40
7630	48
7640	52
7650	32
7660	52
7670	52
7680	52
7690	52
7700	48
7710	52
7720	44
7730	48
7740	52
7750	52
7760	48
7770	52
7780	44
7790	48
7800	52
7810	44
7820	52
7830	52
7840	44
7850	48
7860	52
7870	52
7880	48
7890	52
7900	44
7910	48
7920	52
7930	52
7940	52
7950	52
7960	44
7970	48
7980	52
7990	52
8000	48
8010	52
8020	44
8030	48
8040	52
8050	52
8060	48
8070	36
