10	41
20	91
30	141
40	191
50	241
60	291
70	341
80	391
90	441
100	491
110	541
120	591
130	641
140	691
150	741
160	791
170	841
180	891
190	941
200	991
210	1041
220	1091
230	1141
240	1191
250	1241
260	1291
270	1341
280	1391
290	1441
300	1491
310	1541
320	1591
330	1641
340	1691
350	1741
360	1791
370	1841
380	1891
390	1941
400	1991
410	2041
420	2091
430	2141
440	2191
450	2241
460	2291
470	2341
480	2391
490	2441
500	2491
510	2541
520	2591
530	2641
540	2691
550	2741
560	2791
570	2841
580	2891
590	2941
600	2991
610	3041
620	3091
630	3141
640	3191
650	3241
660	3291
670	3341
680	3391
690	3441
700	3491
710	3541
720	3591
730	3641
740	3691
750	3741
760	3791
770	3841
780	3891
790	3941
800	3991
810	4041
820	4091
830	4141
840	4191
850	4241
860	4291
870	4341
880	4391
890	4441
900	4491
910	4541
920	4591
930	4641
940	4691
950	4741
960	4791
970	4841
980	4891
990	4941
1000	4991
1010	5041
1020	5091
1030	5141
1040	5191
1050	5241
1060	5291
1070	5341
1080	5391
1090	5441
1100	5491
1110	5541
1120	5591
1130	5641
1140	5691
1150	5741
1160	5791
1170	5841
1180	5891
1190	5941
1200	5991
1210	6041
1220	6091
1230	6141
1240	6191
1250	6241
1260	6291
1270	6341
1280	6391
1290	6441
1300	6491
1310	6541
1320	6591
1330	6641
1340	6691
1350	6741
1360	6791
1370	6841
1380	6891
1390	6941
1400	6991
1410	7041
1420	7091
1430	7141
1440	7191
1450	7241
1460	7291
1470	7341
1480	7391
1490	7441
1500	7491
1510	7541
1520	7591
1530	7641
1540	7691
1550	7741
1560	7791
1570	7841
1580	7891
1590	7941
1600	7991
1610	8041
1620	8091
1630	8141
1640	8191
1650	8241
1660	8291
1670	8341
1680	8391
1690	8441
1700	8491
1710	8541
1720	8591
1730	8641
1740	8691
1750	8741
1760	8791
1770	8841
1780	8891
1790	8941
1800	8991
1810	9041
1820	9091
1830	9141
1840	9191
1850	9241
1860	9291
1870	9341
1880	9391
1890	9441
1900	9491
1910	9541
1920	9591
1930	9641
1940	9691
1950	9741
1960	9791
1970	9841
1980	9891
1990	9941
2000	9991
2010	10041
2020	10091
2030	10141
2040	10191
2050	10241
2060	10291
2070	10341
2080	10391
2090	10441
2100	10491
2110	10541
2120	10591
2130	10641
2140	10691
2150	10741
2160	10791
2170	10841
2180	10891
